chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
J02459.1	8787	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	8801	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	8811	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	8821	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	8829	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	8866	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	8879	+	CG	0.800	10.00	8	18	10	18	0.490	0.943
J02459.1	8882	+	CG	0.800	10.00	8	18	10	18	0.490	0.943
J02459.1	8884	+	CG	0.800	10.00	8	18	10	18	0.490	0.943
J02459.1	8887	+	CG	0.800	10.00	8	18	10	18	0.490	0.943
J02459.1	8895	+	CG	0.800	10.00	8	18	10	18	0.490	0.943
J02459.1	8914	+	CG	1.000	10.00	10	20	10	20	0.722	1.000
J02459.1	8951	+	CG	1.000	10.00	10	20	10	20	0.722	1.000
J02459.1	8980	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	8993	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	9023	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	9035	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	9037	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	9043	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	9053	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	9064	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	9066	+	CG	0.167	6.00	1	6	5	5	0.030	0.564
J02459.1	9091	+	CG	0.125	8.00	1	9	8	9	0.022	0.471
J02459.1	9095	+	CG	0.125	8.00	1	9	8	9	0.022	0.471
J02459.1	9098	+	CG	0.125	8.00	1	9	8	9	0.022	0.471
J02459.1	9107	+	CG	0.300	10.00	3	13	10	13	0.108	0.603
J02459.1	9122	+	CG	0.375	8.00	3	11	8	11	0.137	0.694
J02459.1	9134	+	CG	0.375	8.00	3	11	8	11	0.137	0.694
J02459.1	9160	+	CG	0.300	10.00	3	13	10	13	0.108	0.603
J02459.1	9164	+	CG	0.300	10.00	3	13	10	13	0.108	0.603
J02459.1	9185	+	CG	0.333	9.00	3	12	9	12	0.121	0.646
J02459.1	9202	+	CG	0.300	10.00	3	13	10	13	0.108	0.603
J02459.1	9208	+	CG	0.300	10.00	3	13	10	13	0.108	0.603
J02459.1	9218	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	9238	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	9247	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	9263	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	9270	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	9285	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	9292	+	CG	0.000	7.00	0	7	7	7	0.000	0.354
J02459.1	9296	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	9301	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	9305	+	CG	0.000	7.00	0	7	7	7	0.000	0.354
J02459.1	9315	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	9335	+	CG	0.000	5.00	0	5	5	5	-0.000	0.434
J02459.1	9343	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	9349	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	9352	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	9369	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	9373	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	9396	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	9400	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	9403	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	9417	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	9424	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	9433	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	9440	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	9449	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	9454	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	9469	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	9493	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	9500	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	9514	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	9521	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	9527	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	9540	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	9544	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	9553	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	9572	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	9577	+	CG	0.100	10.00	1	11	10	11	0.018	0.404
J02459.1	9599	+	CG	0.125	8.00	1	9	8	9	0.022	0.471
J02459.1	9605	+	CG	0.125	8.00	1	9	8	9	0.022	0.471
J02459.1	9608	+	CG	0.125	8.00	1	9	8	9	0.022	0.471
J02459.1	9634	+	CG	0.429	7.00	3	10	7	10	0.158	0.750
J02459.1	9644	+	CG	0.500	6.00	3	9	6	9	0.188	0.812
J02459.1	9664	+	CG	0.375	8.00	3	11	8	11	0.137	0.694
J02459.1	9680	+	CG	0.375	8.00	3	11	8	11	0.137	0.694
J02459.1	9686	+	CG	0.500	6.00	3	9	6	9	0.188	0.812
J02459.1	9698	+	CG	0.500	6.00	3	9	6	9	0.188	0.812
J02459.1	9709	+	CG	0.625	8.00	5	13	8	13	0.306	0.863
J02459.1	9725	+	CG	0.655	7.64	5	12	7	11	0.323	0.883
J02459.1	9743	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	9752	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	9757	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	9783	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	9797	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	9810	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	9826	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	9843	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	9863	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	9875	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	9878	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	9880	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	9892	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	9916	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	9925	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	9934	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	9950	+	CG	1.000	4.00	4	8	4	8	0.510	1.000
J02459.1	9991	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	10016	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	10026	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	10082	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	10085	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	10091	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	10108	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	10120	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10123	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10152	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	10154	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	10166	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10171	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10178	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10192	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	10206	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	10216	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10226	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10279	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	10287	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	10294	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	10315	+	CG	1.000	4.00	4	8	4	8	0.510	1.000
J02459.1	10320	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10332	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10355	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10358	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10360	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10369	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	10404	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	10417	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
J02459.1	10427	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	10437	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	10441	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	10459	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	10467	+	CG	0.571	7.00	4	11	7	11	0.250	0.842
J02459.1	10476	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10485	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10495	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10525	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10538	+	CG	0.525	5.71	3	8	5	7	0.198	0.832
J02459.1	10552	+	CG	0.500	6.00	3	9	6	9	0.188	0.812
J02459.1	10559	+	CG	0.500	6.00	3	9	6	9	0.188	0.812
J02459.1	10568	+	CG	0.500	6.00	3	9	6	9	0.188	0.812
J02459.1	10588	+	CG	0.750	4.00	3	7	4	7	0.301	0.954
J02459.1	10601	+	CG	0.500	6.00	3	9	6	9	0.188	0.812
J02459.1	10623	+	CG	0.250	4.00	1	5	4	5	0.046	0.699
J02459.1	10639	+	CG	0.250	4.00	1	5	4	5	0.046	0.699
J02459.1	10651	+	CG	0.167	6.00	1	7	6	7	0.030	0.564
J02459.1	10663	+	CG	0.167	6.00	1	7	6	7	0.030	0.564
J02459.1	10670	+	CG	0.167	6.00	1	7	6	7	0.030	0.564
J02459.1	10681	+	CG	0.167	6.00	1	7	6	7	0.030	0.564
J02459.1	10689	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	10696	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	10714	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	10724	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	10727	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	10742	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	10749	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	10772	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10775	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10783	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	10796	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	10807	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	10853	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10856	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10886	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10891	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	10903	+	CG	0.571	7.00	4	11	7	11	0.250	0.842
J02459.1	10921	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	10927	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	10933	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	10937	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	10942	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	10948	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	10982	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	10996	+	CG	0.444	9.00	4	13	9	13	0.189	0.733
J02459.1	11009	+	CG	0.444	9.00	4	13	9	13	0.189	0.733
J02459.1	11020	+	CG	0.400	10.00	4	14	10	14	0.168	0.687
J02459.1	11029	+	CG	0.400	10.00	4	14	10	14	0.168	0.687
J02459.1	11037	+	CG	0.400	10.00	4	14	10	14	0.168	0.687
J02459.1	11060	+	CG	0.600	10.00	6	16	10	16	0.313	0.832
J02459.1	11068	+	CG	0.500	12.00	6	18	12	18	0.254	0.746
J02459.1	11080	+	CG	0.500	12.00	6	18	12	18	0.254	0.746
J02459.1	11096	+	CG	0.500	12.00	6	18	12	18	0.254	0.746
J02459.1	11108	+	CG	0.400	10.00	4	14	10	14	0.168	0.687
J02459.1	11122	+	CG	0.400	10.00	4	14	10	14	0.168	0.687
J02459.1	11132	+	CG	0.400	10.00	4	14	10	14	0.168	0.687
J02459.1	11149	+	CG	0.364	11.00	4	15	11	15	0.152	0.646
J02459.1	11170	+	CG	0.333	12.00	4	16	12	16	0.138	0.609
J02459.1	11172	+	CG	0.333	12.00	4	16	12	16	0.138	0.609
J02459.1	11189	+	CG	0.286	14.00	4	18	14	18	0.117	0.546
J02459.1	11192	+	CG	0.167	12.00	2	14	12	14	0.047	0.448
J02459.1	11210	+	CG	0.167	12.00	2	14	12	14	0.047	0.448
J02459.1	11222	+	CG	0.167	12.00	2	14	12	14	0.047	0.448
J02459.1	11242	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	11245	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	11248	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	11257	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	11260	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	11268	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	11282	+	CG	0.000	12.00	0	12	12	12	0.000	0.243
J02459.1	11287	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	11290	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	11302	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11322	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11327	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11330	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	11339	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	11353	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	11356	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	11360	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	11366	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	11371	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	11394	+	CG	0.571	7.00	4	11	7	11	0.250	0.842
J02459.1	11397	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	11419	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	11446	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	11448	+	CG	0.714	7.00	5	12	7	12	0.359	0.918
J02459.1	11473	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	11490	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	11501	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	11503	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	11533	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	11549	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	11565	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	11588	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	11596	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	11598	+	CG	0.143	7.00	1	8	7	8	0.026	0.513
J02459.1	11602	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	11604	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	11619	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11631	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11638	+	CG	0.000	7.00	0	7	7	7	0.000	0.354
J02459.1	11648	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11652	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11692	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	11705	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	11711	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	11716	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11721	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11735	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	11743	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	11756	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11760	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	11770	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11773	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11789	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11793	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11825	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11842	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	11854	+	CG	0.000	10.00	0	10	10	10	-0.000	0.278
J02459.1	11863	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11866	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11869	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	11887	+	CG	0.100	10.00	1	10	9	9	0.018	0.404
J02459.1	11890	+	CG	0.100	10.00	1	11	10	11	0.018	0.404
J02459.1	11902	+	CG	0.300	10.00	3	13	10	13	0.108	0.603
J02459.1	11915	+	CG	0.500	10.00	5	15	10	15	0.237	0.763
J02459.1	11929	+	CG	0.500	10.00	5	15	10	15	0.237	0.763
J02459.1	11933	+	CG	0.500	10.00	5	15	10	15	0.237	0.763
J02459.1	11937	+	CG	0.500	10.00	5	15	10	15	0.237	0.763
J02459.1	11971	+	CG	0.600	10.00	6	16	10	16	0.313	0.832
J02459.1	11988	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	11992	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	12008	+	CG	0.800	10.00	8	18	10	18	0.490	0.943
J02459.1	12036	+	CG	0.667	12.00	8	20	12	20	0.391	0.862
J02459.1	12039	+	CG	0.700	10.00	7	17	10	17	0.397	0.892
J02459.1	12055	+	CG	0.625	8.00	5	13	8	13	0.306	0.863
J02459.1	12068	+	CG	0.500	6.00	3	9	6	9	0.188	0.812
J02459.1	12070	+	CG	0.500	6.00	3	9	6	9	0.188	0.812
J02459.1	12085	+	CG	0.375	8.00	3	11	8	11	0.137	0.694
J02459.1	12088	+	CG	0.375	8.00	3	11	8	11	0.137	0.694
J02459.1	12093	+	CG	0.386	7.78	3	10	7	9	0.141	0.706
J02459.1	12096	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	12130	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	12145	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	12159	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12179	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	12190	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	12201	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12209	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12211	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12217	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12226	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12236	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	12249	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12258	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12263	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12274	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12282	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12297	+	CG	0.286	7.00	2	9	7	9	0.082	0.641
J02459.1	12309	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	12319	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	12327	+	CG	0.333	6.00	2	8	6	8	0.097	0.700
J02459.1	12347	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	12355	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	12361	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	12371	+	CG	0.667	6.00	4	10	6	10	0.300	0.903
J02459.1	12400	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	12417	+	CG	1.000	10.00	10	20	10	20	0.722	1.000
J02459.1	12419	+	CG	1.000	10.00	10	20	10	20	0.722	1.000
J02459.1	12446	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	12470	+	CG	1.000	10.00	10	20	10	20	0.722	1.000
J02459.1	12475	+	CG	1.000	10.00	10	20	10	20	0.722	1.000
J02459.1	12487	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	12508	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	12541	+	CG	1.000	9.00	9	18	9	18	0.701	1.000
J02459.1	12544	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	12554	+	CG	0.889	9.00	8	17	9	17	0.565	0.980
J02459.1	12573	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	12585	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	12590	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	12644	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	12653	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	12659	+	CG	0.500	8.00	4	12	8	12	0.215	0.785
J02459.1	12668	+	CG	0.222	9.00	2	11	9	11	0.063	0.547
J02459.1	12683	+	CG	0.200	10.00	2	12	10	12	0.057	0.510
J02459.1	12686	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	12692	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	12694	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	12701	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	12719	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	12724	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	12727	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	12746	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12757	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12764	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12767	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12784	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12798	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	12817	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12834	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	12842	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	12858	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12867	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	12869	+	CG	0.000	4.00	0	4	4	4	0.000	0.490
J02459.1	12881	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12884	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12893	+	CG	0.000	6.00	0	6	6	6	0.000	0.390
J02459.1	12901	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	12921	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	12925	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	12931	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	12935	+	CG	0.000	8.00	0	8	8	8	0.000	0.324
J02459.1	12940	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	12974	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	12977	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	12982	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	12986	+	CG	0.250	8.00	2	10	8	10	0.071	0.591
J02459.1	13000	+	CG	0.300	10.00	3	13	10	13	0.108	0.603
J02459.1	13015	+	CG	0.375	8.00	3	11	8	11	0.137	0.694
J02459.1	13032	+	CG	0.625	8.00	5	13	8	13	0.306	0.863
J02459.1	13044	+	CG	0.714	7.00	5	12	7	12	0.359	0.918
J02459.1	13068	+	CG	0.833	6.00	5	11	6	11	0.436	0.970
J02459.1	13088	+	CG	0.857	7.00	6	13	7	13	0.487	0.974
J02459.1	13098	+	CG	0.833	6.00	5	11	6	11	0.436	0.970
J02459.1	13112	+	CG	0.875	8.00	7	15	8	15	0.529	0.978
J02459.1	13129	+	CG	0.900	10.00	9	19	10	19	0.596	0.982
J02459.1	13146	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	13169	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	13193	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	13197	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	13204	+	CG	1.000	8.00	8	16	8	16	0.676	1.000
J02459.1	13227	+	CG	1.000	7.00	7	14	7	14	0.646	1.000
J02459.1	13234	+	CG	1.000	6.00	6	12	6	12	0.610	1.000
J02459.1	13239	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	13253	+	CG	0.750	8.00	6	14	8	14	0.409	0.929
J02459.1	13266	+	CG	0.500	4.00	2	6	4	6	0.150	0.850
